Parameter & mean & sd & MC_error & val2.5pc & median & val97.5pc & start & sample \\
z[12,1] & 0.3383 & 0.1425 & 0.005854 & 0.0981 & 0.3793 & 0.5981 & 5001 &  10000 \\
z[12,2] & 0.6617 & 0.1425 & 0.005854 & 0.4032 & 0.6207 & 0.9019 & 5001 &  10000 \\
z[13,1] & 0.1455 & 0.09796 & 0.003443 & 0.0411 & 0.1205 & 0.4386 & 5001 &  10000 \\
z[13,2] & 0.8545 & 0.09796 & 0.003443 & 0.5614 & 0.8795 & 0.959 & 5001 &  10000 \\
z[14,1] & 0.01814 & 0.01664 & 0.000504 & 0.000285 & 0.01545 & 0.05735 & 5001 &  10000 \\
z[14,2] & 0.9819 & 0.01664 & 0.000504 & 0.9427 & 0.9846 & 0.9997 & 5001 &  10000 \\
z[15,1] & 0.891 & 0.09337 & 0.004066 & 0.6638 & 0.9126 & 0.9993 & 5001 &  10000 \\
z[15,2] & 0.109 & 0.09337 & 0.004066 & 0.000727 & 0.08744 & 0.3366 & 5001 &  10000 \\
z[16,1] & 0.8863 & 0.09698 & 0.004008 & 0.6391 & 0.9075 & 0.9991 & 5001 &  10000 \\
z[16,2] & 0.1137 & 0.09698 & 0.004008 & 0.000868 & 0.09252 & 0.3612 & 5001 &  10000 \\
z[17,1] & 0.334 & 0.06607 & 0.002904 & 0.2039 & 0.3362 & 0.4546 & 5001 &  10000 \\
z[17,2] & 0.666 & 0.06607 & 0.002904 & 0.5454 & 0.6639 & 0.7962 & 5001 &  10000 \\
z[18,1] & 0.1355 & 0.09057 & 0.003065 & 0.03943 & 0.1135 & 0.4253 & 5001 &  10000 \\
z[18,2] & 0.8645 & 0.09057 & 0.003065 & 0.5749 & 0.8865 & 0.9606 & 5001 &  10000 \\
z[19,1] & 0.8799 & 0.0955 & 0.004074 & 0.6517 & 0.9016 & 0.9983 & 5001 &  10000 \\
z[19,2] & 0.1201 & 0.0955 & 0.004074 & 0.001684 & 0.09847 & 0.3487 & 5001 &  10000 \\
z[20,1] & 0.2573 & 0.1502 & 0.006442 & 0.05883 & 0.2051 & 0.5377 & 5001 &  10000 \\
z[20,2] & 0.7427 & 0.1502 & 0.006442 & 0.4624 & 0.795 & 0.9412 & 5001 &  10000 \\
z[21,1] & 0.8839 & 0.1023 & 0.004469 & 0.6075 & 0.9101 & 0.9989 & 5001 &  10000 \\
z[21,2] & 0.1161 & 0.1023 & 0.004469 & 0.00112 & 0.08991 & 0.3925 & 5001 &  10000 \\
z[22,1] & 0.1417 & 0.09387 & 0.003908 & 0.04295 & 0.1174 & 0.4311 & 5001 &  10000 \\
z[22,2] & 0.8583 & 0.09387 & 0.003908 & 0.569 & 0.8826 & 0.9571 & 5001 &  10000 \\
z[23,1] & 0.8832 & 0.09578 & 0.004005 & 0.6367 & 0.9042 & 0.999 & 5001 &  10000 \\
z[23,2] & 0.1168 & 0.09578 & 0.004005 & 0.000976 & 0.09585 & 0.364 & 5001 &  10000 \\
z[24,1] & 0.9141 & 0.1098 & 0.006949 & 0.6464 & 0.9748 & 0.9997 & 5001 &  10000 \\
z[24,2] & 0.08586 & 0.1098 & 0.006949 & 0.00028 & 0.02525 & 0.3536 & 5001 &  10000 \\
z[25,1] & 0.619 & 0.06539 & 0.004337 & 0.5027 & 0.6138 & 0.7521 & 5001 &  10000 \\
z[25,2] & 0.381 & 0.06539 & 0.004337 & 0.2481 & 0.3862 & 0.4974 & 5001 &  10000 \\
z[26,1] & 0.6235 & 0.0677 & 0.004417 & 0.5027 & 0.6159 & 0.7608 & 5001 &  10000 \\
z[26,2] & 0.3765 & 0.0677 & 0.004417 & 0.2393 & 0.3841 & 0.4974 & 5001 &  10000 \\
z[27,1] & 0.9402 & 0.08809 & 0.006435 & 0.7102 & 0.9896 & 0.9999 & 5001 &  10000 \\
z[27,2] & 0.05981 & 0.08809 & 0.006435 & 0.00014 & 0.0104 & 0.29 & 5001 &  10000 \\
z[28,1] & 0.6701 & 0.1207 & 0.006145 & 0.4744 & 0.661 & 0.9705 & 5001 &  10000 \\
z[28,2] & 0.3299 & 0.1207 & 0.006145 & 0.02966 & 0.339 & 0.5258 & 5001 &  10000 \\
z[29,1] & 0.5792 & 0.08532 & 0.003828 & 0.4299 & 0.575 & 0.7559 & 5001 &  10000 \\
z[29,2] & 0.4208 & 0.08532 & 0.003828 & 0.2442 & 0.425 & 0.5701 & 5001 &  10000 \\
z[30,1] & 0.9635 & 0.06229 & 0.005054 & 0.7759 & 0.9934 & 0.9998 & 5001 &  10000 \\
z[30,2] & 0.03652 & 0.06229 & 0.005054 & 0.000188 & 0.00664 & 0.2242 & 5001 &  10000 \\
z[31,1] & 0.7 & 0.1359 & 0.01112 & 0.4419 & 0.7368 & 0.9226 & 5001 &  10000 \\
z[31,2] & 0.3 & 0.1359 & 0.01112 & 0.07751 & 0.2632 & 0.5582 & 5001 &  10000 \\
z[32,1] & 0.6171 & 0.06621 & 0.004238 & 0.5011 & 0.6118 & 0.7561 & 5001 &  10000 \\
z[32,2] & 0.3829 & 0.06621 & 0.004238 & 0.2439 & 0.3882 & 0.4989 & 5001 &  10000 \\
z[33,1] & 0.9348 & 0.04282 & 0.002239 & 0.8382 & 0.9391 & 0.9965 & 5001 &  10000 \\
z[33,2] & 0.06517 & 0.04282 & 0.002239 & 0.003468 & 0.06088 & 0.1618 & 5001 &  10000 \\
z[34,1] & 0.9372 & 0.04205 & 0.000688 & 0.8391 & 0.9439 & 0.9957 & 5001 &  10000 \\
z[34,2] & 0.06284 & 0.04205 & 0.000688 & 0.004264 & 0.0561 & 0.1609 & 5001 &  10000 \\
